StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q12,Q13,Q14,Q15 
2021-10-14 10:40:34,2021-10-14 10:41:39,IP Address,100,64,True,2021-10-14 10:41:39,R_28OkVb51bj0MDD7,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Junior,College of Chemistry,Male,White,In state student,Democratic Party
2021-10-14 10:46:58,2021-10-14 10:48:19,IP Address,100,80,True,2021-10-14 10:48:20,R_TtnjKXN6Zhk0nzX,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Female,African-American/Black,In state student,Democratic Party
2021-10-14 10:46:43,2021-10-14 10:48:43,IP Address,100,119,True,2021-10-14 10:48:43,R_1LHAnbdPXweVFwA,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Prefer not to state
2021-10-14 10:48:20,2021-10-14 10:49:13,IP Address,100,53,True,2021-10-14 10:49:13,R_3oMgpos0HUqTAab,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Disagree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 10:47:52,2021-10-14 10:49:20,IP Address,100,87,True,2021-10-14 10:49:20,R_0OCkplur2MsNggp,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Strongly disagree,Strongly disagree,Agree,Neither agree or disagree,Strongly disagree,Freshman,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Male,White,Out of state student,Undecided
2021-10-14 10:47:22,2021-10-14 10:49:40,IP Address,100,137,True,2021-10-14 10:49:40,R_2QglxPP6xRN56HV,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Freshman,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Female,Asian,In state student,Prefer not to state
2021-10-14 10:47:18,2021-10-14 10:49:51,IP Address,100,152,True,2021-10-14 10:49:51,R_UhkOZGD5CjTPM53,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Agree,Neither agree or disagree,Disagree,Agree,Strongly disagree,Disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Decline to State,International student,Prefer not to state
2021-10-14 10:48:49,2021-10-14 10:50:02,IP Address,100,73,True,2021-10-14 10:50:02,R_1DupWFWqUPb228A,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,International student,Democratic Party
2021-10-14 10:48:18,2021-10-14 10:50:17,IP Address,100,119,True,2021-10-14 10:50:17,R_yIy2oZnyUl1SV3j,qr,EN,I consent to participate in this survey.,Agree,Disagree,No,Strongly agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 10:50:15,2021-10-14 10:51:22,IP Address,100,67,True,2021-10-14 10:51:23,R_2U6ffZSAwJHmvJm,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,International student,Democratic Party
2021-10-14 10:50:15,2021-10-14 10:51:57,IP Address,100,101,True,2021-10-14 10:51:57,R_PB5LwWAPaNsw2Z3,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Freshman,L&S Undeclared/Undecided on Major,Nonbinary,White,In state student,Democratic Party
2021-10-14 10:50:58,2021-10-14 10:52:06,IP Address,100,67,True,2021-10-14 10:52:06,R_26nJlIWCxowJFC7,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Senior/5th year+,College of Natural Resources,Male,Asian,In state student,Republican Party
2021-10-14 10:50:48,2021-10-14 10:52:07,IP Address,100,78,True,2021-10-14 10:52:08,R_1JWVX2XRASAXZee,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Disagree,Freshman,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,International student,Democratic Party
2021-10-14 10:51:22,2021-10-14 10:52:23,IP Address,100,60,True,2021-10-14 10:52:23,R_9tYIMLDkUq9Xjnr,qr,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Agree,Neither agree or disagree,Freshman,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Decline to State,Out of state student,Democratic Party
2021-10-14 10:50:43,2021-10-14 10:52:25,IP Address,100,101,True,2021-10-14 10:52:25,R_2zVfMdmIgNW9VN7,qr,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Disagree,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,White,In state student,Democratic Party
2021-10-14 10:50:06,2021-10-14 10:52:30,IP Address,100,143,True,2021-10-14 10:52:30,R_3WC1wzwO3Q7TgSB,qr,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Strongly agree,Neither agree or disagree,Agree,Agree,Strongly disagree,Disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Asian,In state student,Democratic Party
2021-10-14 10:49:41,2021-10-14 10:53:48,IP Address,100,246,True,2021-10-14 10:53:48,R_1QJGWJJvwcjc7M2,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Freshman,College of Environmental Design,Male,White,In state student,Independent
2021-10-14 10:52:17,2021-10-14 10:53:59,IP Address,100,101,True,2021-10-14 10:53:59,R_2SJsOVzrDEsbWAZ,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Disagree,Junior,College of Chemistry,Female,Decline to State,In state student,Democratic Party
2021-10-14 10:49:45,2021-10-14 10:54:02,IP Address,100,256,True,2021-10-14 10:54:02,R_RLdBbLHAAmGsqcx,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Freshman,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Prefer not to state
2021-10-14 10:53:12,2021-10-14 10:55:11,IP Address,100,118,True,2021-10-14 10:55:12,R_3gZeoQDffQ1N3Em,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Disagree,Agree,Agree,Agree,Freshman,Haas School of Business,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 10:54:36,2021-10-14 10:56:05,IP Address,100,88,True,2021-10-14 10:56:06,R_NW5WQ6SAu5umxsl,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Strongly disagree,Freshman,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,In state student,Democratic Party
2021-10-14 10:52:30,2021-10-14 10:56:08,IP Address,100,217,True,2021-10-14 10:56:08,R_2pR0ql0DXHcSICl,qr,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Neither agree or disagree,Agree,Freshman,L&S Undeclared/Undecided on Major,Female,African-American/Black,In state student,Undecided
2021-10-14 10:54:26,2021-10-14 10:56:25,IP Address,100,119,True,2021-10-14 10:56:26,R_10x8ruXzQU8TaqR,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,Yes,Neither agree or disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,College of Natural Resources,Male,Asian,In state student,Democratic Party
2021-10-14 10:55:05,2021-10-14 10:56:39,IP Address,100,94,True,2021-10-14 10:56:39,R_2P1d6p55a9qDgFE,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Freshman,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 10:56:21,2021-10-14 10:57:50,IP Address,100,88,True,2021-10-14 10:57:50,R_1NrDNnBBTI0GVhb,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Strongly disagree,No,Agree,Disagree,Agree,Strongly agree,Disagree,Neither agree or disagree,Senior/5th year+,College of Engineering,Male,Asian,In state student,Independent
2021-10-14 10:56:08,2021-10-14 10:58:59,IP Address,100,171,True,2021-10-14 10:59:00,R_8BLDHYKE2jnIsMN,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Asian,International student,Democratic Party
2021-10-14 10:56:24,2021-10-14 10:59:11,IP Address,100,167,True,2021-10-14 10:59:11,R_3FPNfOZ4JzSEYKv,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Disagree,Freshman,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Nonbinary,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 10:59:11,2021-10-14 11:00:14,IP Address,100,63,True,2021-10-14 11:00:14,R_6FOKJXkBfNukWtz,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Undecided
2021-10-14 10:57:51,2021-10-14 11:00:38,IP Address,100,167,True,2021-10-14 11:00:39,R_3L0hoIo2XJNSBol,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Sophomore,College of Natural Resources,Male,Asian,In state student,Prefer not to state
2021-10-14 10:51:51,2021-10-14 11:01:15,IP Address,100,563,True,2021-10-14 11:01:15,R_2ScSBpNBqpBbp4o,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree or disagree,Agree,Freshman,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-14 11:00:51,2021-10-14 11:02:00,IP Address,100,68,True,2021-10-14 11:02:00,R_2q1sKhAo7kzj0Li,qr,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Sophomore,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Male,Asian,International student,Democratic Party
2021-10-14 10:59:33,2021-10-14 11:02:06,IP Address,100,152,True,2021-10-14 11:02:06,R_26aULrIOqAkizPW,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Neither agree or disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Sophomore,College of Chemistry,Male,Asian,In state student,Undecided
2021-10-14 11:00:51,2021-10-14 11:02:31,IP Address,100,99,True,2021-10-14 11:02:31,R_sbSKcMaSzXDvGc9,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Disagree,Agree,Agree,Disagree,Freshman,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,White,International student,Undecided
2021-10-14 11:02:10,2021-10-14 11:03:00,IP Address,100,50,True,2021-10-14 11:03:00,R_C1CIA5ooJvQepbP,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Disagree,Strongly disagree,Disagree,Agree,Neither agree or disagree,Disagree,Sophomore,L&S Undeclared/Undecided on Major,Male,White,In state student,Prefer not to state
2021-10-14 11:02:13,2021-10-14 11:03:32,IP Address,100,79,True,2021-10-14 11:03:33,R_AoCNdF9mtH3QFP3,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Junior,College of Chemistry,Male,Asian,International student,Undecided
2021-10-14 11:03:12,2021-10-14 11:05:14,IP Address,100,121,True,2021-10-14 11:05:14,R_AMb91f514UEIajf,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Male,Asian,In state student,Democratic Party
2021-10-14 11:03:49,2021-10-14 11:05:31,IP Address,100,101,True,2021-10-14 11:05:31,R_3qVCwEQTDqpEKJI,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 11:04:26,2021-10-14 11:05:57,IP Address,100,91,True,2021-10-14 11:05:58,R_3lJRDYTAEDR4jaP,qr,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Junior,College of Engineering,Female,White,Out of state student,Democratic Party
2021-10-14 11:04:10,2021-10-14 11:06:00,IP Address,100,109,True,2021-10-14 11:06:00,R_BVtXSDxZkZcG0BH,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Asian,In state student,Democratic Party
