StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16 
2020-10-20 10:37:38,2020-10-20 10:39:03,IP Address,100,84,True,2020-10-20 10:39:03,R_1pPCStURYkO3aNW,anonymous,EN,I consent to participate in this survey.,"No, slightly less","Yes, slightly more",0,Decreased,Decreased,Decreased,Increased,"No, I use them slightly less",Chicanx/Latinx,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,No,In California with family
2020-10-20 12:31:06,2020-10-20 12:32:59,IP Address,100,112,True,2020-10-20 12:32:59,R_w63dEtySxatU19L,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Increased,"No, I use them slightly less",White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In California with peers or alone
2020-10-20 12:39:59,2020-10-20 12:42:11,IP Address,100,132,True,2020-10-20 12:42:12,R_2YhpRs8rV7CMtqH,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Increased,Decreased,Decreased,Decreased,"No, I use them slightly less",Asian American,Female,College of Natural Resources,Senior,No,In California with peers or alone
2020-10-20 12:35:39,2020-10-20 12:56:38,IP Address,100,1259,True,2020-10-20 12:56:39,R_3htKZD73kJ48nMp,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Not changed,Decreased,Decreased,Decreased,"No, I use them significantly less",White,Female,College of Natural Resources,Junior,No,In California with peers or alone
2020-10-20 13:13:28,2020-10-20 13:14:23,IP Address,100,54,True,2020-10-20 13:14:25,R_1nZc27bRlUMwWZI,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Increased,Decreased,Decreased,Not changed,No change,White,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Junior,No,In California with family
2020-10-20 13:55:24,2020-10-20 13:57:35,IP Address,100,130,True,2020-10-20 13:57:35,R_1pLpaiqb90IsEId,anonymous,EN,I consent to participate in this survey.,"No, significantly less",No change,0,Increased,Decreased,Not changed,Not changed,No change,White,Female,Haas School of Business,5th year or higher,Yes,Outside California with family
2020-10-20 14:18:16,2020-10-20 14:20:09,IP Address,100,112,True,2020-10-20 14:20:09,R_1OP4wATbjftAxMA,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Decreased,Decreased,Decreased,Not changed,"No, I use them slightly less",White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,Yes,In California with family
2020-10-20 15:28:26,2020-10-20 15:29:53,IP Address,100,86,True,2020-10-20 15:29:53,R_4Z9QVROqMClGRm9,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",4-6,Increased,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Chicanx/Latinx,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,Yes,In Berkeley/Campus Housing
2020-10-20 16:06:23,2020-10-20 16:07:54,IP Address,100,91,True,2020-10-20 16:07:54,R_3r0uguh4HEAqkz3,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Increased,Decreased,Decreased,Not changed,"Yes, I use them slightly more",White,Male,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with peers or alone
2020-10-20 18:01:01,2020-10-20 18:03:03,IP Address,100,122,True,2020-10-20 18:03:04,R_yE0n7rk2aKnr3Bn,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Not changed,Decreased,Decreased,No change,Chicanx/Latinx,Male,College of Engineering,Junior,No,Outside California with family
2020-10-20 18:30:37,2020-10-20 18:31:23,IP Address,100,45,True,2020-10-20 18:31:23,R_1nYIKsinMl7dgGJ,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Increased,Decreased,Decreased,Increased,"Yes, I use them significantly more",White,Female,College of Natural Resources,Junior,No,In California with peers or alone
2020-10-20 18:30:33,2020-10-20 18:31:35,IP Address,100,61,True,2020-10-20 18:31:35,R_1kUr4Cn1EqPt3P7,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Not changed,Decreased,Decreased,Decreased,No change,White,Male,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Senior,No,Outside California with family
2020-10-20 18:30:14,2020-10-20 18:31:36,IP Address,100,81,True,2020-10-20 18:31:36,R_3R1vp3UxQcIXZFi,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Increased,Increased,Decreased,Decreased,"No, I use them significantly less",Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with peers or alone
2020-10-20 18:31:07,2020-10-20 18:32:15,IP Address,100,68,True,2020-10-20 18:32:15,R_5vWGhYvKEWAPCa5,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Increased,Decreased,Not changed,Increased,No change,Chicanx/Latinx,Male,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In California with family
2020-10-20 18:31:01,2020-10-20 18:32:30,IP Address,100,88,True,2020-10-20 18:32:30,R_2bPiU1gbMnNlD8n,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Increased,"No, I use them significantly less",Asian American,Female,College of Natural Resources,Junior,No,In California with family
2020-10-20 18:30:44,2020-10-20 18:32:33,IP Address,100,109,True,2020-10-20 18:32:33,R_3qTGdI3erKfQNYf,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Increased,Decreased,Not changed,Increased,"No, I use them slightly less",Asian American,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In California with family
2020-10-20 18:31:37,2020-10-20 18:33:00,IP Address,100,83,True,2020-10-20 18:33:01,R_ron60tUa2G5sZEt,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Decreased,Not changed,Not changed,Not changed,"Yes, I use them slightly more",Asian American,Male,College of Natural Resources,Sophomore,No,In California with family
2020-10-20 18:33:40,2020-10-20 18:34:34,IP Address,100,54,True,2020-10-20 18:34:34,R_2o6vtUYm9uU0ZHj,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Decreased,Decreased,Increased,No change,White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,No,In California with peers or alone
2020-10-20 18:33:06,2020-10-20 18:35:06,IP Address,100,119,True,2020-10-20 18:35:07,R_tEa6XJCNBY3HtAJ,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Decreased,Not changed,Decreased,Increased,No change,White,Female,College of Natural Resources,Sophomore,No,In California with family
2020-10-20 18:34:17,2020-10-20 18:35:45,IP Address,100,88,True,2020-10-20 18:35:45,R_qCHUPw8YPh88kOB,anonymous,EN,I consent to participate in this survey.,No change,No change,1-3,Increased,Decreased,Not changed,Decreased,"Yes, I use them slightly more",Asian American,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-20 18:34:12,2020-10-20 18:35:58,IP Address,100,105,True,2020-10-20 18:35:58,R_2SuTEcJ0uXlyJOw,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Not changed,Decreased,Decreased,Increased,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Senior,Yes,In California with family
2020-10-20 18:34:31,2020-10-20 18:36:55,IP Address,100,143,True,2020-10-20 18:36:55,R_PLi0AntsLOgA4ZX,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Increased,Decreased,Decreased,Decreased,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,No,In California with family
2020-10-20 18:35:50,2020-10-20 18:37:34,IP Address,100,104,True,2020-10-20 18:37:34,R_3ikkobOSYRwz57F,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Decreased,Decreased,Decreased,Decreased,No change,White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with peers or alone
2020-10-20 18:35:31,2020-10-20 18:37:38,IP Address,100,126,True,2020-10-20 18:37:38,R_1FqZpfS2s6168na,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Decreased,Decreased,Decreased,Decreased,"No, I use them significantly less",White,Male,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,No,In California with peers or alone
2020-10-20 18:35:03,2020-10-20 18:38:16,IP Address,100,193,True,2020-10-20 18:38:16,R_1g7pVSWoL3aTfet,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,1-3,Not changed,Decreased,Decreased,Not changed,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,No,In California with family
2020-10-20 18:37:35,2020-10-20 18:39:02,IP Address,100,86,True,2020-10-20 18:39:03,R_3jZqz6C1IGtufZC,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with peers or alone
2020-10-20 18:37:36,2020-10-20 18:39:29,IP Address,100,112,True,2020-10-20 18:39:29,R_sA5nj1zG3MPaL0l,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Increased,Decreased,Not changed,Not changed,"No, I use them slightly less",White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,No,In California with family
2020-10-20 18:38:56,2020-10-20 18:40:22,IP Address,100,85,True,2020-10-20 18:40:22,R_2dNiukT7jeiyTCQ,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Not changed,Decreased,Decreased,Not changed,No change,Asian American,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-20 18:43:19,2020-10-20 18:44:28,IP Address,100,68,True,2020-10-20 18:44:28,R_DGzgLT6nT9tAPEB,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, significantly less",1-3,Increased,Decreased,Decreased,Decreased,"No, I use them significantly less",Asian American,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Senior,No,In California with family
2020-10-20 18:44:04,2020-10-20 18:45:21,IP Address,100,76,True,2020-10-20 18:45:22,R_vv6Fr6iiIT2UvPr,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, significantly less",1-3,Increased,Decreased,Decreased,Decreased,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with family
2020-10-20 18:43:57,2020-10-20 18:45:41,IP Address,100,103,True,2020-10-20 18:45:41,R_11aq9BWjyDhbuaw,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Decreased,Decreased,Decreased,Increased,"No, I use them significantly less",Chicanx/Latinx,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Senior,Yes,In California with family
2020-10-20 18:44:13,2020-10-20 18:46:01,IP Address,100,108,True,2020-10-20 18:46:01,R_W9CRJOqgY311RF7,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, significantly less",1-3,Increased,Decreased,Decreased,Not changed,No change,White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,Yes,In California with family
2020-10-20 18:55:32,2020-10-20 18:56:46,IP Address,100,74,True,2020-10-20 18:56:46,R_3OcqMQy3ccOnQe6,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Decreased,"No, I use them significantly less",White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Senior,No,In Berkeley/Campus Housing
2020-10-20 19:03:19,2020-10-20 19:05:02,IP Address,100,102,True,2020-10-20 19:05:02,R_1EZPxcXhq537xdk,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Not changed,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Senior,No,In California with family
